Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,52.22933502198347,53.15600571430183,52.07439323739906,53.05935287475586,24752000,0.0,0.0
2018-01-03 00:00:00-05:00,53.024977322253164,54.12004170065094,52.97017392960718,53.93022537231445,28604000,0.0,0.0
2018-01-04 00:00:00-05:00,54.20523802111377,54.482740536935125,54.00605213021857,54.12552261352539,20092000,0.0,0.0
2018-01-05 00:00:00-05:00,54.504162619409385,55.01482851586672,54.404518360980745,54.914188385009766,25582000,0.0,0.0
2018-01-08 00:00:00-05:00,54.9141884799799,55.36456988594479,54.88379916670449,55.14884567260742,20952000,0.0,0.0
2018-01-09 00:00:00-05:00,55.27140674259208,55.32969568842885,54.86441800456917,55.114967346191406,18050000,0.0,0.0
2018-01-10 00:00:00-05:00,54.6586058351278,55.032263247564586,54.609283543219235,54.93312072753906,20856000,0.0,0.0
2018-01-11 00:00:00-05:00,55.11696014276911,55.128169409450074,54.78266248413081,55.078102111816406,19566000,0.0,0.0
2018-01-12 00:00:00-05:00,54.923154815809134,56.01323981226761,54.860380643720845,55.91210174560547,34410000,0.0,0.0
2018-01-16 00:00:00-05:00,56.42276586371913,56.791440104208306,55.691495245169435,55.88719177246094,31506000,0.0,0.0
2018-01-17 00:00:00-05:00,56.10939899666398,56.42725717209351,55.65054504060468,56.396366119384766,24052000,0.0,0.0
2018-01-18 00:00:00-05:00,56.36796179412958,56.42276518339767,55.67495244923095,56.28725051879883,23964000,0.0,0.0
2018-01-19 00:00:00-05:00,56.38888378550606,56.68930653954577,56.21301729280126,56.67186737060547,35564000,0.0,0.0
2018-01-22 00:00:00-05:00,56.67087818887474,57.786369364360404,56.552304749615956,57.58359909057617,32360000,0.0,0.0
2018-01-23 00:00:00-05:00,57.78487358148314,58.371613481434274,57.730070190272194,58.2890625,26662000,0.0,0.0
2018-01-24 00:00:00-05:00,58.6557415714245,58.78178784341686,57.84465675042729,58.00358581542969,28332000,0.0,0.0
2018-01-25 00:00:00-05:00,58.41660171345427,58.58649298387276,57.92985197262779,58.308990478515625,29610000,0.0,0.0
2018-01-26 00:00:00-05:00,58.54365029302297,58.581512451171875,57.69818499465332,58.581512451171875,40376000,0.0,0.0
2018-01-29 00:00:00-05:00,58.61339860602072,59.13203528537411,58.38920187428582,58.56855773925781,27578000,0.0,0.0
2018-01-30 00:00:00-05:00,58.18244448405544,58.61539052296558,57.967716141883116,57.97618865966797,31126000,0.0,0.0
2018-01-31 00:00:00-05:00,58.318952323106224,58.44001923716927,57.749001630942814,58.287567138671875,30774000,0.0,0.0
2018-02-01 00:00:00-05:00,57.92238179492612,58.489842838858365,57.66879161864634,58.175968170166016,48242000,0.0,0.0
2018-02-02 00:00:00-05:00,55.8991471904024,55.95245677283688,55.16568335689886,55.395957946777344,97158000,0.0,0.0
2018-02-05 00:00:00-05:00,54.33477004924922,55.30129846396112,52.41317715603265,52.60100173950195,75966000,0.0,0.0
2018-02-06 00:00:00-05:00,51.17512444508008,53.89186062364573,50.97369594317276,53.8365592956543,68960000,0.0,0.0
2018-02-07 00:00:00-05:00,53.88338958061878,53.8953476513006,52.225345684886946,52.24129104614258,47384000,0.0,0.0
2018-02-08 00:00:00-05:00,52.58156611597547,52.741491052579484,49.85386793940949,49.89671325683594,57182000,0.0,0.0
2018-02-09 00:00:00-05:00,50.680402351855406,52.011621573270794,49.450321201803916,51.70322799682617,70118000,0.0,0.0
2018-02-12 00:00:00-05:00,52.212394307528776,52.88497685135333,51.860056947190266,52.408687591552734,41154000,0.0,0.0
2018-02-13 00:00:00-05:00,52.06293554390709,52.72904118944884,52.01744849871728,52.416664123535156,25302000,0.0,0.0
2018-02-14 00:00:00-05:00,52.25972641615981,53.394150584952854,52.150123429715975,53.293514251708984,31116000,0.0,0.0
2018-02-15 00:00:00-05:00,53.7603316908498,54.37856319372703,53.0264687596794,54.28096389770508,36868000,0.0,0.0
2018-02-16 00:00:00-05:00,54.22566551027509,55.035754535217905,54.220830587532234,54.54402160644531,33590000,0.0,0.0
2018-02-20 00:00:00-05:00,54.33327469599879,55.49808812275175,54.23114075795798,54.9256477355957,28462000,0.0,0.0
2018-02-21 00:00:00-05:00,55.12542928658715,56.49550643454169,55.1184543787877,55.36805725097656,30258000,0.0,0.0
2018-02-22 00:00:00-05:00,55.609689238676495,55.93999958561684,54.93212350996657,55.133399963378906,26344000,0.0,0.0
2018-02-23 00:00:00-05:00,55.432827020625794,56.162204773104584,55.03794458364652,56.137794494628906,25220000,0.0,0.0
2018-02-26 00:00:00-05:00,56.188112166124945,56.99322183121383,56.133061705201946,56.982757568359375,31182000,0.0,0.0
2018-02-27 00:00:00-05:00,56.857704262260754,56.99720241961965,55.69986575514217,55.71431350708008,35482000,0.0,0.0
2018-02-28 00:00:00-05:00,55.950467094606175,56.174660029172244,54.96450775645279,55.03874206542969,37652000,0.0,0.0
2018-03-01 00:00:00-05:00,55.19518037081711,55.30727683587994,53.15904696700149,53.2845458984375,50318000,0.0,0.0
2018-03-02 00:00:00-05:00,52.46548683952026,53.90625958777441,52.218126569848856,53.75286102294922,45432000,0.0,0.0
2018-03-05 00:00:00-05:00,53.56453696208027,54.658605431907695,53.25863688663827,54.35121154785156,24044000,0.0,0.0
2018-03-06 00:00:00-05:00,54.76422417850022,54.89525361831359,54.29366686936309,54.556968688964844,30656000,0.0,0.0
2018-03-07 00:00:00-05:00,54.26452123608348,55.411899288162,54.07978690413026,55.28335952758789,25850000,0.0,0.0
2018-03-08 00:00:00-05:00,55.56634209677562,56.178146037289075,55.44079375681427,56.09843063354492,27102000,0.0,0.0
2018-03-09 00:00:00-05:00,56.596642000969446,57.832204184410394,56.42032697064852,57.79433822631836,42560000,0.0,0.0
2018-03-12 00:00:00-04:00,57.98415946900142,58.641796375809484,57.6638078318267,58.01654052734375,43446000,0.0,0.0
2018-03-13 00:00:00-04:00,58.29055915644639,58.627350300535845,56.46362351752871,56.70475769042969,38144000,0.0,0.0
2018-03-14 00:00:00-04:00,57.05549182102105,57.72209532006706,56.86766345475604,57.26872253417969,25828000,0.0,0.0
2018-03-15 00:00:00-04:00,57.29214541209204,57.846154564638745,56.5239058555256,57.27321243286133,27908000,0.0,0.0
2018-03-16 00:00:00-04:00,57.50039702920097,57.58708354319478,56.395366336609015,56.58319091796875,61840000,0.0,0.0
2018-03-19 00:00:00-04:00,55.80000126455874,55.89864584201958,54.2555514862132,54.79411697387695,56118000,0.0,0.0
2018-03-20 00:00:00-04:00,54.753270975711935,55.06215869348864,53.97905233420934,54.689002990722656,36638000,0.0,0.0
2018-03-21 00:00:00-04:00,54.441386082205035,55.11695626011824,54.063243454895996,54.348716735839844,37578000,0.0,0.0
2018-03-22 00:00:00-04:00,53.90033656370186,53.95115266796058,52.108275421474445,52.266204833984375,53340000,0.0,0.0
2018-03-23 00:00:00-04:00,52.16406714071366,52.97764163256818,50.87818688528988,50.89562225341797,43134000,0.0,0.0
2018-03-26 00:00:00-04:00,52.11275231966364,52.59253095460483,50.23948211980544,52.471961975097656,53302000,0.0,0.0
